days,target1,target2,target3,target4,target5,target6,target7,target8,target9,target10,target11,target12,target13,target14,target15,target16,target17,target18
343,0.004900542,0.000023286742,0.0013397825,0.0008547326,,0.00017236672,0.002013457,0.007168738,,,0.00027139997,0.0014183674,0.0000012327203,0.00003545749,0.00002813182,0.0006659746,0.0009390006,0.0000008202611
350,-0.00029860373,-0.00000028363067,0.000002429968,-0.0016565116,,0.0011865591,0.00012061728,0.0017558673,,,0.00039237313,0.0019785862,-0.0015711233,-0.0000039065044,-0.0012137636,0.0012171747,0.00048892986,-0.0011183848
357,-0.00007934595,-0.0017850449,-0.00022496725,-0.0041038967,,0.002093932,0.00022161263,0.0030710269,,,0.00054374046,0.00003432183,-0.0005459325,-0.000106417836,-0.0067804614,0.000036772242,0.00018091091,-0.00066537823
364,-0.0024404954,0.000002805815,-0.0000019422046,-0.00027432828,,0.00004865156,0.0005029436,0.004633523,,,0.00010114674,0.0040588495,-0.00054259645,0.00016110792,-0.0024499258,0.00010408602,0.000042217933,-0.00726762
371,-0.00042792418,-0.00000024824024,-0.000009183275,-0.00007677258,,0.0012465761,0.00030830211,0.00028809125,,,0.0005767811,0.000013388279,0.00006609922,0.0020094528,-0.000026705993,0.028827373,0.0019637898,-0.000010938354
378,0.000044372217,0.0000061039236,0.000024222907,0.0074815047,,0.0005398938,0.000096098825,-0.002518609,,,0.0037949434,0.00011567743,0.000031466625,0.0054503866,0.00018562794,0.0012549282,0.00052938436,-0.0005351918
385,-0.00015435257,-0.000008009603,-0.000000026242992,0.0000010336515,,-0.000042660322,0,-0.0014348007,,,0.000029520059,0.0029240388,0.0062918644,0.001184624,0.000026683694,-0.0099469125,-0.005027111,-0.000049472983
392,0.00063330523,-0.0003208331,-0.00000017571465,0.0000047941453,,-0.000020840067,-0.0002869539,-0.0018469009,,,-0.000089597896,0.00009993567,0.0077832425,0.000014121589,-0.00000010998475,-0.00068609865,-0.000022028158,-0.0004677125
399,0.00004794659,-0.001412833,-0.00015764666,-0.00022648356,,-0.0001868985,0.0000019035044,-0.005550527,,,0.0012720128,0.0029873434,0.00032247882,-0.0009863328,-0.00013360802,0.0000011084007,-0.0000875474,-0.00004087053
406,-0.00018585198,-0.0013051456,-0.011169941,-0.0019283073,,-0.00007969615,-0.00031801342,-0.00014165344,,,-0.000065771965,-0.000026235715,-0.0015747463,-0.008485281,-0.018096345,-0.0018541426,-0.00016673497,-0.0024859242
413,0.00025834958,0.0033139,0.00052975956,0.0000039343195,,-0.00003335397,-0.0010744476,0.0015237308,,,0.000009009178,0.000047428377,0.000021867472,0.000052294225,-0.0005458431,0.00003109901,0.002210187,0.0000027169822
420,-0.0071405745,0.0009778414,0.0004157606,0.0001685218,,-0.000006882824,-0.0000027103758,0.000000088181004,,,0.00031477204,-0.0000034516493,-0.00077090104,-0.000051362338,0.0000029274572,-0.000026748801,0.00041968215,0.00001313297
427,-0.0000065673316,0.002893544,0.0015311704,0.000015381584,,-0.000004485804,-0.000095967676,0.00048644896,,,0.0005647352,0.0018589343,-0.00008142555,0.00053776504,0.00034867026,0.00005997857,0.0009389598,-0.00012787766
434,0.00007338759,0.00024235799,0.03260413,0.0049834074,,0.00003562678,0.004184438,0.0011916426,,,0.0013936963,0.0049014995,0.000022469534,0.00038928294,0.0013422989,0.013589925,0.0067625255,0.00019135213
441,-0.000113031994,0.0000065391832,0.00071382243,0.00021791343,,0.000056936307,-0.000075259064,0.0000008912978,,,0.00017003836,-0.0000010479461,-0.00027092357,-0.000046961406,0.0000013099848,0.0034320657,0.000007025668,-0.00037972681
448,-0.0010252153,0.00041527528,0.00007694656,-0.00018649029,,0.0072189365,-0.00007212572,-0.000028368424,,,-0.00021432096,-0.00011928535,-0.00025115235,-0.0032343408,-0.00019875083,0.00010239441,-0.000044002587,-0.000022248525
455,-0.00018541803,-0.00008131318,-0.0011602748,-0.000051542862,,-0.000022938173,-0.000091487134,-0.005635466,,,-0.0077705663,-0.00056147313,-0.0029079348,-0.009939975,-0.006195732,-0.000065985754,-0.00009112578,-0.0005887895
462,0.00011036708,-0.00000021282479,-0.00013235852,-0.009035912,,0.000018990704,-0.00011376872,-0.000004996477,,,-0.0005900183,-0.0070921467,-0.000053182404,-0.0030908147,-0.002433532,0.00082867255,-0.0012174734,0.0016289867
469,0.000039490533,-0.00007895565,-0.0000036454726,-0.001326073,,-0.00000066156673,-0.0017005478,-0.0013506933,,,-0.000010812687,-0.002852789,-0.00024513202,-0.0000024239428,-0.000088966604,0.0005480944,-0.00089715834,-0.00036781502
476,0.00018714923,-0.000011219915,-0.003733394,-0.001497523,,-0.00009057627,-0.00010513259,-0.00063058315,,,-0.0005031576,-0.00020850418,0.00033459396,-0.0000143972475,-0.00002302479,0.0023958327,-0.01833754,-0.000058275877
483,0.0043945676,-0.00000756983,0.00007212472,-0.013232602,,-0.0004930426,-0.00019055372,-0.000008349149,,,-0.00010822489,0.0000065562626,0.0032012165,0.00001705778,0.0016687373,0.00030407487,-0.000010606559,-0.008437305
490,-0.00037467715,-0.0014100467,0.00042790588,-0.0016074462,,-0.0011081634,-0.0006427914,-0.0008118493,,,-0.0019184095,-0.00010512009,0.0000011678138,-0.00000009273306,-0.014543663,0.000002293012,-0.00031921186,-0.00081443746
497,-0.0003174537,0.00016347108,0.00029866878,-0.00011308144,,-0.0061285696,-0.00014545301,-0.00050253223,,,-0.00025853238,-0.00071339495,0.0000004902123,0.0023896284,-0.00069644186,0.00022180806,0.000009627354,-0.005663108
504,-0.001161139,-0.0006502946,0.00051878643,-0.00008897355,,-0.001539333,-0.000018644581,-0.0006488688,,,-0.0009599225,0.00010923004,-0.00012363485,0.0012037568,-0.0035688146,0.00003435047,0.0017424376,-0.008192399
511,0.0023206861,-0.0018437767,-0.00011269625,-0.017447216,,-0.00014800715,-0.0005699687,-0.0011073767,,,-0.000001934371,0.000028110348,-0.000054172302,0.00045711035,-0.00072754646,-0.000011204479,0.000036607213,-0.001193123
518,0.011200498,0,0.000012672086,-0.000025337235,,0.00018213737,0.000028872606,-0.000903964,,,0.008182999,0.00027569203,0.0004210958,0.0013736121,-0.0010642451,-0.0000003880453,0.0006327547,-0.0030764248
525,0.0007745742,-0.000098894525,0.0001882861,0.00011756996,,-0.0001265177,0.000039748695,-0.00029344164,,,0.0026481699,0.00006499556,-0.0013191786,0.0004199929,0.000016364693,-0.000092506576,0.00000385773,-0.028872335
532,0.0000007253707,0.00021394127,0.000011228038,0.00035818256,,-0.0008345536,-0.000000017265858,-0.001139391,,,0.035687953,-0.0000004979522,0.000012926671,0.0016483578,0.00003277112,0.000021632555,-0.00053703075,-0.004893514
539,-0.00000020456403,0.000007694942,0.0005994442,0.000027174328,,-0.00015179775,-0.00007342715,-0.0017287553,,,0.00092379004,-0.00003712202,0.000008756627,0.00073672,0.0008810546,0.00000965767,-0.0023486996,-0.00060719973
546,-0.0001794696,-0.0002713861,-0.00083574647,-0.00031300262,,-0.0050571463,-0.0001411561,-0.005236491,,,-0.000349486,-0.00029017398,-0.008274431,-0.0010958707,-0.0049655223,-0.010219501,-0.017347073,-0.009723708
553,-0.00043884292,-0.0000013875074,-0.0022296342,-0.00048614247,,-0.025284017,-0.002729348,-0.0005132948,,,-0.005010845,-0.0027272014,-0.0075708376,-0.0018258365,-0.11084909,-0.0004852843,-0.0023055251,-0.001990762
560,-0.0009832552,-0.0027299332,-0.00004658938,-0.000067116205,,-0.0007169918,-0.003792576,-0.007346184,,,-0.02522727,-0.007795405,-0.0010354955,-0.0009270075,-0.015813354,-0.000026441992,-0.015542748,-0.008344994
567,-0.0023457797,-0.018997466,-0.0019466374,-0.0013887266,,-0.001418317,-0.00011252851,-0.002319382,,,-0.0002416977,-0.0010579707,-0.0021345501,-0.0003924847,-0.016149353,-0.00006651471,-0.0000006432014,-0.00011609936
574,-0.003193197,-0.0045424146,-0.00001804405,-0.0001768659,,-0.00032047104,-0.003561746,-0.0001645675,,,-0.000015993492,-0.000013931499,-0.000012889302,-0.00040379525,-0.0081303185,0.00016934467,0.00040370415,0.0022983847
581,-0.000006214864,0.0063200723,0.00028068986,-0.0024508527,,0.0009700219,0.004964471,0.0006500334,,,0.000091208625,0.0003705845,-0.00012255467,0.0042120125,-0.000098459015,0.008255581,0.00084525684,0.0008416164
588,-0.001446301,-0.000078242316,0.0027760554,-0.0013566525,,-0.000035371824,-0.0021859088,-0.0015885961,,,-0.0000070413043,0.000023494676,-0.0019988955,-0.000007684353,-0.008312389,-0.0000330424,0.0009098779,0.00007013215
595,-0.00033535593,0.0001485446,0.0021821228,0.0016025539,,-0.00017183459,-0.0004630142,-0.0000024762737,,,0.00005255169,0.00009922029,-0.00045437392,0.00005336373,-0.00014984852,-0.00020878387,-0.000099026445,0.0006305467
602,-0.00011339244,-0.00021960575,-0.0023855534,-0.0051967464,,-0.00013635917,-0.000026740616,-0.000044043893,,,-0.000018876217,-0.0000044244885,-0.0015490756,-0.0015026928,-0.0025598896,-0.028607994,-0.00030040773,-0.00030133288
609,-0.030995278,-0.0012079426,-0.005717624,-0.009099199,,0.0005781328,0.0005111891,-0.021032063,,,-0.0018259939,0.0019461826,-0.0000012806081,0.0000021418136,-0.000021967573,-0.0022185466,-0.0021483062,-0.0008428317
616,0.0000035623266,-0.00027765313,-0.0002701885,0.00014659221,,0.00279234,0.012320564,0.0013625704,,,0.001342499,0.008835991,0.0015334474,0.000022565444,-0.00017749399,0.00005511232,-0.012420368,0.00017241434
623,0.000047037247,0.000004437843,-0.00031335454,0.009716777,,0.0014119785,0.0015308702,0.00073018717,,,0.022090273,0.0016989757,0.00029106849,-0.00061451754,0.000014771025,0.0007062767,0.0000050329513,0.00014239443
630,0.024148552,0.00005021922,0.00006937997,0.0050996793,,0.0033432657,0.003911055,0.004389267,,,0.00015556272,0.0035016066,0.0024333692,0.0000038157273,0.0024577507,0.013250015,0.0000026877817,0.00003721204
637,0.00002331634,0.0024599761,0.006395714,0.0009917999,,0.015027957,0.000020455436,0.0034570296,,,0.046882052,0.0015330989,0.0010414196,0.00005427912,0.010127507,0.0024268362,0.00017057189,0.005010244
644,0.0008205539,0.0052893218,0.000099271216,-0.0002990537,,0.0004414376,0.000024098403,0.0029150145,,,0.00007901442,0.00052135263,0.0001383524,0.000012385138,0.0056268037,0.000030451394,-0.000007774083,0.00006684055
651,0.00000005372171,0.0025068258,0.00002896789,-0.000014104188,,0.0000022214522,0.00005013421,0.00051345857,,,0.000023777022,0.00009126783,0.00013937667,-0.0015345553,0.0011496918,0.00012942847,-0.0000041729077,0.000014689516
658,-0.0002539878,-0.00089518464,-0.00037626765,-0.014407365,,-0.011639108,-0.000038229176,-0.0000051213583,,,-0.004638165,-0.000597654,-0.0011840377,-0.00001217539,0.00065654906,-0.0025215298,-0.006557623,-0.026228251
665,0.0013837313,0.00020759893,0.0022001322,0.00014480366,,0.000000072553554,0.00008049878,0.0035789795,,,0.0010528908,0.0000024134595,0.021471327,-0.032093402,0.0005027384,-0.0009245708,-0.00042001082,-0.0057848697
672,0.0000603123,0.0010913153,0.0010233128,0.001494879,,0.0000023409461,0.00026112836,0.00009266066,,,0.00025209473,0.00019461561,0.0009195991,-0.012051321,0.0028023287,-0.0001718899,-0.000024432235,0.000023329434
679,0.00010314046,-0.0006362102,-0.00017017272,0.00004815889,,-0.000008179671,-0.00007923383,-0.0003797908,,,-0.0017028479,0.00040187594,-0.00070202776,-0.000038173494,0.00021629178,-0.031059239,-0.0000035059109,-0.0041387165
686,0.0021279221,0.0072556175,0.000601929,0.0005268391,,0.00006780546,0.000011714635,-0.002609562,,,0.0004523012,0.0005593521,0.000012581546,0.003841899,0.00018990264,-0.009815564,0.0015664265,0.00096558506
693,-0.00018830292,-0.00003148601,0.000031972497,0.0003910629,,-0.00000007150687,0.00047485012,-0.00089874055,,,-0.000062321276,0.00000027420043,0.00009475041,-0.00020642036,0.00030808363,-0.005128099,-0.003565807,0.000527919
700,-0.00000034232048,0.00036243198,0.0000037899822,0.0023342958,,0.000060093105,0.002322888,-0.0009171437,,,-0.000010435973,0.009973904,0.00071760453,0.00028657072,0.006750241,-0.005371134,0.00016746265,0.000022368975
707,0.004543329,0.0004005645,0.00045649114,0.017554164,,0.004191283,0.0011471168,0.0059791063,,,-0.00015594169,0.00006629431,0.020865967,0.0015946344,0.0006813609,-0.00010965379,0.000023299015,0.000103888044
714,0.0074415687,0.0000027880267,0.00065371534,0.023435693,,0.001610058,0.0008100414,0.04258404,-0.0010924969,,-0.0000024284334,0.00007239539,0.000032175594,0.0055586034,0.0013313724,0.0005397248,0.000015241639,0.0020445879
721,0.00021849475,0.00003415993,0.000040548028,0.00023822958,,0.0074269255,0.000027468142,0.0016324741,-0.00021981477,,-0.00006368852,-0.0000037892914,0.0019506743,0.0018316271,0.007310037,0.008949759,0.0015550765,0.0015228868
